"NC8";"Libelle";"CPF4 rév. 2";"CPF6 rév. 2";"A17 rév. 2";"A38 rév. 2";"A129 rév. 2";"CF4 rév. 2.1";"CPF6 rév. 2.1";"A17 rév. 2.1";"A38 rév. 2.1";"A129 rév. 2.1";"Début";"Fin"
"0206 10 95";"Onglets et hampes de bovins, comestibles, frais ou réfrigérés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2006;2020
"0206 10 98";"Abats comestibles de bovins, frais ou réfrigérés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques ainsi que des onglets et hampes)";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2002;2020
"0206 21 00";"Langues de bovins, comestibles, congelées";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 22 00";"Foies de bovins, comestibles, congelés";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 29 10";"Abats comestibles de bovins, congelés, destinés à la fabrication de produits pharmaceutiques (à l'excl. des langues et des foies)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 29 91";"Onglets et hampes de bovins, comestibles, congelés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 29 99";"Abats comestibles de bovins, congelés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques ainsi que des langues, foies, onglets et hampes)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 30 00";"Abats comestibles de porcins, frais ou réfrigérés";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2006;2020
"0206 41 00";"Foies de porcins, comestibles, congelés";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 49 00";"Abats comestibles de porcins, congelés (à l'excl. des foies)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";1993;2020
"0206 80 10";"Abats comestibles des animaux des espèces ovine, caprine, chevaline, asine ou mulassière, frais ou réfrigérés, destinés à la fabrication de produits pharmaceutiques";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2006;2020
"0206 80 91";"Abats comestibles des animaux des espèces chevaline, asine ou mulassière, frais ou réfrigérés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2006;2020
"0206 80 99";"Abats comestibles d'ovins ou de caprins, frais ou réfrigérés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101120";"C1";"CA";"C10A";"1011";"101120";"C1";"CA";"C10A";2007;2020
"0206 90 10";"Abats comestibles des animaux des espèces ovine, caprine, chevaline, asine ou mulassière, congelés, destinés à la fabrication de produits pharmaceutiques";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";2002;2020
"0206 90 91";"Abats comestibles des animaux des espèces chevaline, asine ou mulassière, congelés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";2002;2020
"0206 90 99";"Abats comestibles d'ovins ou de caprins, congelés (à l'excl. de ceux destinés à la fabrication de produits pharmaceutiques)";"1011";"101139";"C1";"CA";"C10A";"1011";"101139";"C1";"CA";"C10A";2002;2020
"0207 11 10";"Coqs et poules [des espèces domestiques], présentés plumés, sans boyaux, avec la tête et les pattes, dénommés 'poulets 83%', frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2012;2020
"0207 11 30";"Coqs et poules [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le coeur, le foie et le gésier, dénommés 'poulets 70%', frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2012;2020
"0207 11 90";"Coqs et poules [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le coeur, le foie et le gésier, dénommés 'poulets 65%', frais ou réfrigérés, ou coqs et poules autrement présentés, non-découpés en morceaux, frais ou réfrigérés (à l'excl. des 'poulets 83%' et des 'poulets 70%')";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 12 10";"Coqs et poules [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le coeur, le foie et le gésier, dénommés 'poulets 70%', congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 12 90";"Coqs et poules [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le coeur, le foie et le gésier, dénommés 'poulets 65%', congelés, ou coqs et poules autrement présentés, non-découpés en morceaux, congelés (à l'excl. des 'poulets 70%')";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 13 10";"Morceaux désossés de coqs et de poules [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 20";"Demis ou quarts de coqs et de poules [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 30";"Ailes entières, même sans la pointe, de coqs et de poules [des espèces domestiques], fraîches ou réfrigérées";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2012;2020
"0207 13 40";"Dos, cous, dos avec cous, croupions ou pointes d'ailes de coqs et de poules [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 50";"Poitrines et morceaux de poitrines, non-désossés, de coqs et de poules [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 60";"Cuisses et morceaux de cuisses, non-désossés, de coqs et de poules [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 70";"Morceaux non-désossés de coqs et de poules [des espèces domestiques], frais ou réfrigérés (à l'excl. des demis ou quarts, des ailes entières, même sans la pointe, des dos, des cous, des dos avec cou, des croupions, des pointes d'ailes, des poitrines ou des cuisses et de leurs morceaux)";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 13 91";"Foies de coqs et de poules [des espèces domestiques], comestibles, frais ou réfrigérés";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 13 99";"Abats comestibles de coqs et de poules [des espèces domestiques], frais ou réfrigérés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";1993;2020
"0207 14 10";"Morceaux désossés de coqs ou de poules [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 20";"Demis ou quarts de coqs ou de poules [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 30";"Ailes entières, même sans la pointe, de coqs ou de poules [des espèces domestiques], congelées";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 40";"Dos, cous, dos avec cous, croupions ou pointes d'ailes, de coqs ou de poules [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 50";"Poitrines et morceaux de poitrines, non-désossés, de coqs ou de poules [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 60";"Cuisses et morceaux de cuisses, non-désossés, de coqs ou de poules [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 70";"Morceaux non-désossés de coqs ou de poules [des espèces domestiques], congelés (à l'excl. des demis ou quarts, des ailes entières, même sans la pointe, des dos, des cous, des dos avec cous, des croupions, des pointes d'aile, des poitrines ou des cuisses et de leurs morceaux)";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 14 91";"Foies de coqs ou de poules [des espèces domestiques], comestibles, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 14 99";"Abats comestibles de coqs ou de poules [des espèces domestiques], congelés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";1993;2020
"0207 24 10";"Dindons et dindes [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le coeur, le foie et le gésier, dénommés 'dindes 80%', frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 24 90";"Dindons et dindes [des espèces domestiques], présentés plumés, vidés, sans la tête ni le cou, sans les pattes, le coeur, le foie et le gésier, dénommés 'dindes 73%', frais ou réfrigérés, ou dindons et dindes autrement présentés, non-découpés en morceaux, frais ou réfrigérés (à l'excl. des 'dindes 80%')";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 25 10";"Dindons et dindes [des espèces domestiques], présentés plumés, vidés, sans la tête ni les pattes, mais avec le cou, le coeur, le foie et le gésier, dénommés 'dindes 80%', congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 25 90";"Dindons et dindes [des espèces domestiques], présentés plumés, vidés, sans la tête ni le cou et sans les pattes, le coeur, le foie et le gésier, dénommés 'dindes 73%', congelés, ou dindons et dindes autrement présentés, non-découpés en morceaux, congelés (à l'excl. des 'dindes 80%')";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 26 10";"Morceaux désossés de dindons et de dindes [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 20";"Demis ou quarts de dindons et de dindes [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 30";"Ailes entières, même sans la pointe, de dindons et de dindes [des espèces domestiques], fraîches ou réfrigérées";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 40";"Dos, cous, dos avec cous, croupions ou pointes d'ailes, de dindons et de dindes [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 50";"Poitrines et morceaux de poitrines, non-désossés, de dindons et de dindes [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 60";"Pilons et morceaux de pilons, non-désossés, de dindons et de dindes [des espèces domestiques], frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 70";"Cuisses et morceaux de cuisses, non-désossés, de dindons et de dindes [des espèces domestiques], frais ou réfrigérés (à l'excl. des pilons)";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2006;2020
"0207 26 80";"Morceaux non-désossés de dindons et de dindes [des espèces domestiques], frais ou réfrigérés (à l'excl. des demis ou quarts, des ailes entières, même sans la pointe, des dos, des cous, des dos avec cous, des croupions et des pointes d'ailes ainsi que des poitrines ou cuisses et de leurs morceaux)";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1995;2020
"0207 26 91";"Foies de dindes et dindons [des espèces domestiques], comestibles, frais ou réfrigérés";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";1993;2020
"0207 26 99";"Abats comestibles de dindes et dindons [des espèces domestiques], frais ou réfrigérés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";1993;2020
"0207 27 10";"Morceaux désossés de dindons ou de dindes [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 20";"Demis ou quarts de dindons ou de dindes [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 30";"Ailes entières, même sans la pointe, de dindons ou de dindes [des espèces domestiques], congelées";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 40";"Dos, cous, dos avec cous, croupions, pointes d'ailes, de dindons ou de dindes [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 50";"Poitrines et morceaux de poitrines, non-désossés, de dindons ou de dindes [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 60";"Pilons et morceaux de pilons, non-désossés, de dindons ou de dindes [des espèces domestiques], congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 70";"Cuisses et morceaux de cuisses, non-désossés, de dindons ou de dindes [des espèces domestiques], congelés (à l'excl. des pilons)";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 80";"Morceaux non-désossés de dindons ou de dindes [des espèces domestiques], congelés (à l'excl. des demis ou quarts, des ailes entières, même sans la pointe, des dos, des cous, des dos avec cous, des croupions, des pointes d'ailes ainsi que des poitrines ou cuisses et de leurs morceaux)";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 27 91";"Foies de dindes et dindons [des espèces domestiques], comestibles, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 27 99";"Abats comestibles de dindons ou de dindes [des espèces domestiques] congelés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 41 20";"Canards domestiques, présentés plumés, saignés, non vidés ou sans boyaux, avec la tête et les pattes, dénommés [canards 85 %], non-découpés en morceaux, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2007;2020
"0207 41 30";"Canards domestiques, présentés plumés, vidés, sans la tête ni les pattes mais avec le cou, le coeur, le foie et le gésier, dénommés [canards 70 %], non-découpés en morceaux, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2007;2020
"0207 41 80";"Canards domestiques, présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le coeur, le foie et le gésier, dénommés [canards 63 %], non-découpés en morceaux, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 42 30";"Canards domestiques, présentés plumés, vidés, sans la tête ni les pattes mais avec le cou, le coeur, le foie et le gésier, dénommés [canards 70%], non-découpés en morceaux, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 42 80";"Canards domestiques, présentés plumés, vidés, sans la tête ni les pattes et sans le cou, le coeur, le foie et le gésier, dénommés [canards 63%], ou autrement présentés, non-découpés en morceaux, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 43 00";"Foies gras de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 44 10";"Morceaux désossés de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 21";"Demis ou quarts de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2007;2020
"0207 44 31";"Ailes entières de canards domestiques, fraîches ou réfrigérées";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";2007;2020
"0207 44 41";"Dos, cous, dos avec cous, croupions ou pointes d’ailes, de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 51";"Poitrines et morceaux de poitrines, non-désossés, de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 61";"Cuisses et morceaux de cuisses, non-désossés, de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 71";"Paletots, non-désossés, de canards domestiques, frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 81";"Morceaux, non-désossés, de canards domestiques, n.d.a., frais ou réfrigérés";"1012";"101210";"C1";"CA";"C10A";"1012";"101210";"C1";"CA";"C10A";1993;2020
"0207 44 91";"Foies de canards domestiques, frais ou réfrigérés (à l’excl. des foies gras)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 44 99";"Abats comestibles de canards domestiques, frais ou réfrigérés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 45 10";"Morceaux désossés de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 21";"Demis ou quarts de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 31";"Ailes entières de canards domestiques, congelées";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 41";"Dos, cous, dos avec cous, croupions ou pointes d’ailes, de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 51";"Poitrines et morceaux de poitrines, non-désossés, de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 61";"Cuisses et morceaux de cuisses, non-désossés, de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1997;2020
"0207 45 71";"Paletots, non-désossés, de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";2000;2020
"0207 45 81";"Morceaux, non-désossés, de canards domestiques, congelés, n.d.a.";"1012";"101220";"C1";"CA";"C10A";"1012";"101220";"C1";"CA";"C10A";1993;2020
"0207 45 93";"Foies gras de canards domestiques, congelés";"1012";"101220";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 45 95";"Foies de canards domestiques, congelés (à l'excl. des foies gras)";"1012";"101220";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
"0207 45 99";"Abats comestibles de canards domestiques, congelés (à l'excl. des foies)";"1012";"101240";"C1";"CA";"C10A";"1012";"101240";"C1";"CA";"C10A";2017;2020
