"Etablissement";"Siren";"Site";"Site non-trouve";"Categories";"Categorie-2";"Categorie-3";"Categorie-4";"Categorie-5";"Categorie-6";"Categorie-7";"Categorie-8";"Entreprise-de-servicesde-logistique";"Aucune-categorie"
"FRANCE REDUCTEURS SA";401297692;"https://www.generaltransmissions.com/fr/";;3925;;;;;;;;;
"DEVILLE SA";666080031;"https://www.devillesa.fr/";;;;;;;;;;1;
"SA KIMARMOR";333362531;"https://www.sodebo.com/";;207;;;;;;;;;
"ARC EN CIEL SA";383079456;"http://arcenciel-aviation.com/";;;;;;;;;;1;
"ETABLISSEMENTS FASSIER SA";323480087;"https://www.charcuterie-fassier.fr/";;210;1601;;;;;;;;
"COURANT SA";63200273;"https://www.tpcourant.fr/";;;;;;;;;;1;
"EUROPLASTIQUES SA";350212247;"https://www.europlastiques.com/";;3925;;;;;;;;;
"LDC SABLE";444502025;"https://www.ldc.fr/";;105;;;;;;;;;
"SAFEGE";542021829;"https://www.suez.com/fr/consulting-conseil-et-ingenierie";;;;;;;;;;1;
"SAGELEC";333097996;"https://www.sagelec.fr/";;;;;;;;;;1;
"SAH LEDUC";865800957;"https://www.sahleduc.com/fr/verin-hydraulique-sur-mesure.html";;8425;;;;;;;;;
"SAICA PACK EL";413464595;"https://www.saica.com/fr/";;3703;;;;;;;;;
"SAICA PACK FRANCE";632039988;"https://www.saica.com/en/";;4819;;;;;;;;;
"SAINT JEAN INDUSTRIES LAVAL";513166595;"https://www.st-ji.com/le-groupe/saint-jean-industries-laval-2/";;8454;;;;;;;;;
"BISCUITS SAINT GEORGES";72201114;"https://www.biscuits-bouvard.com/";;1905;;;;;;;;;
"LACROIX CITY SAINT HERBLAIN";409065984;"https://www.lacroix-city.com/";;;;;;;;;;1;
"LAITERIE SAINT PERE";316252477;"http://laiteriesaintpere.com/";;401;402;;;;;;;;
"SAINT-GOBAIN ISOVER";312379076;"https://www.saint-gobain.ch/fr/marques/isover#:~:text=L'entreprise%20Saint%2DGobain%20ISOVER,importants%20employeurs%20de%20la%20r%C3%A9gion.";;9001;;;;;;;;;
"GROUPE SALMON ARC EN CIEL";349773697;"https://correctwhosedress.xyz/?utm_campaign=3R60Iq_6TwnSLaZnPTupNSKfvhj857wOWHP26RZmXuw1&t=main9";;6101;;;;;;;;;
"SAMAB";556750115;;1;;;;;;;;;;
"SAMIC PRODUCTION";313414005;"https://www.samic.it/en/products/energy-production-components";;4418;;;;;;;;;
"SAMSON FRANCE";809619471;"https://www.samsongroup.com/fr/";;5303;;;;;;;;;
"ETABLISSEMENT FRANCAIS DU SANG";428822852;"https://dondesang.efs.sante.fr/";;;;;;;;;;1;
"CAREA SANITAIRE";428703565;"https://www.carea.fr/";;3921;;;;;;;;;
"ELECTRICITE CHAUFFAGE CLIMATISATION SANITAIRE";309707867;"https://www.eccs.fr/";;;;;;;;;;1;
"SAPROFIL";788358315;"https://saprofil.fr/";;7321;;;;;;;;;
"SA SARA";557350097;"https://www.sara-sa.com/";;105;;;;;;;;;
"SARETEC FRANCE";310327895;"https://www.saretec.fr/";;;;;;;;;;1;
"SARL ROLAND REAUTE";351655030;"https://reaute-chocolat.com/";;1806;;;;;;;;;
"IMERYS METALCASTING FRANCE SARL";324237296;"http://www.imerys-additivesformetallurgy.com/our-brands/metalcasting-additives/";;;;;;;;;;1;
"SARL CLOTURE DE L'OCEAN";409734340;"https://www.oceanic-fermetures.com/";;7308;;;;;;;;;
"HEGLER FRANCE SARL";324882836;"https://www.hegler.de/english-version/set_unternehmen_e/cont_unternehmen.html";;3917;;;;;;;;;
"SARREL";59500504;"https://www.sarrel.com/en/";;3925;;;;;;;;;
"MOULINS REUNIS DE LA SARTHE";326152337;"https://www.lesmoulinsadvens.com/moulins-reunis-de-la-sarthe";;8439;;;;;;;;;
"PRESTIGE DE LA SARTHE";433097920;"http://www.cosnelle.fr/";;207;;;;;;;;;
"SARVAL OUEST";403264450;"https://cse-sarvalouest.net/.login/";;210;;;;;;;;;
"SAS GUILLET";666980156;"http://guillet-sas.com/";;207;;;;;;;;;
"KUHN BLANCHARD SAS";861801355;"https://www.kuhn.com/en";;8432;;;;;;;;;
"KUHN-AUDUREAU SAS";545850117;"https://www.kuhn.com/fr";;8433;;;;;;;;;
"PUBERT HENRI SAS";547050542;"https://pubert.com/";;8433;;;;;;;;;
"CARPENTER SAS";347947442;"https://carpenter.com/europe/contact/";;3917;;;;;;;;;
"CARPENTER SAS";347947442;"https://carpenter.com/europe/contact/";;3917;;;;;;;;;
"PROMENS MONTOIR DE BRETAGNE SAS";5680145;"http://www.montoirdebretagne.fr/Decouvrir-Montoir/Commercants-artisans-et-professions-liberales2/PROMENS-MONTOIR-DE-BRETAGNE";;3923;;;;;;;;;
"DEFINOX SAS";523585891;"https://www.definox.com/en/";;8481;;;;;;;;;
"RPC BEAUTE MAROLLES SAS";489841338;"https://www.marolles-les-braults.fr/rpc/";;3923;;;;;;;;;
"DROUIN SAS";352802748;"https://www.drouin.fr/";;4415;;;;;;;;;
"ETABLISSEMENTS BIGNON JACQUES SAS";304719701;"https://www.fenetres-bignon.fr/";;4418;;;;;;;;;
"AMCOR FLEXIBLES MONTREUIL BELLAY SAS";349821892;;1;;;;;;;;;;
"DENIS ET FILS SAS";857801559;"https://www.bougies-denis.com/";;3406;;;;;;;;;
"FIAULT SAS";319188322;"https://www.fiault.com/fr/";;8707;;;;;;;;;
"MONDELEZ FRANCE BISCUITS PRODUCTION SAS";433085149;"https://www.mondelezinternational.com/France";;1905;;;;;;;;;
"SAS ARCAL";395317324;"http://www.arcal-65.fr/";;;;;;;;;;1;
"G P SAS";872802780;"https://groupe-pilote.com/";;8703;;;;;;;;;
"BULL SAS";642058739;;1;;;;;;;;;;
"ALMIRALL SAS";403070832;"https://www.almirall.fr/";;3005;;;;;;;;;
"MMP PREMIUM SAS";349355529;;1;;;;;;;;;;
"RENAULT SAS";780129987;"https://www.renault";;8703;;;;;;;;;
"BSN MEDICAL SAS";434018990;;1;;;;;;;;;;
"BELLAMY SAS";432389799;"https://bellamy.fr/";;6401;;;;;;;;;
"MERSEN FRANCE ANGERS SAS";409130614;"https://www.busbar.com/";;8544;;;;;;;;;
"APAVE NORD-OUEST SAS";419671425;"https://www.apave.fr/taxonomy/term/2877";;;;;;;;;;1;
"SAS MAUGIN";332711662;"https://www.maugin.fr/";;3925;7610;;;;;;;;
"FLOWSERVE POMPES SAS";444027528;"https://www.flowserve.com/en/";;;;;;;;;;1;
"G P SAS";872802780;"https://www.pilote.fr/";;;;;;;;;;1;
"DEVILLE AUTOMOTIVE SAFETY COMPONENTS SAS";528347297;"https://www.devillesa.fr/";;8708;;;;;;;;;
"APAVE NORD-OUEST SAS";419671425;"https://www.apave.fr/taxonomy/term/2877";;;;;;;;;;1;
"APAVE NORD-OUEST SAS";419671425;"https://www.apave.fr/taxonomy/term/2877";;;;;;;;;;1;
"LAITERIE DE MONTAIGU - SAS SABOURIN";784172470;"http://www.laiteriedemontaigu.com/en/";;401;402;;;;;;;;
"DEVINEAU SAS";861800977;"https://www.ambiancesdevineau.com/";;;;;;;;;;1;
"MEDLINE ASSEMBLY FRANCE SAS";799255393;"https://www.medline.eu/fr/";;9018;;;;;;;;;
"FLUICONNECTO SAS";381292317;"https://www.fluiconnecto.fr/fr/";;8481;;;;;;;;;
"MCC NANTES FRANCE SAS";869800037;"https://www.cflex.com/404/";;;;;;;;;;1;
"DEVILLE AUTOMOTIVE SAFETY COMPONENTS SAS";528347297;"https://www.devillesa.fr/";;8207;;;;;;;;;
"APAVE NORD-OUEST SAS";419671425;"https://www.apave.fr/taxonomy/term/2877";;;;;;;;;;1;
"APAVE NORD-OUEST SAS";419671425;"http://www.apave-formation.com/";;;;;;;;;;1;
"APAVE NORD-OUEST SAS";419671425;"http://www.apave-formation.com/";;;;;;;;;;1;
"BURGAUD SAS";304263510;"https://www.tirard-burgaud.com/";;4819;;;;;;;;;
"ALMACO GROUP SAS";482045838;"https://www.almaco.cc/";;8905;8906;;;;;;;;
"RAUTUREAU SAS";786427096;"http://www.rautureau.fr/fr/";;;;;;;;;;1;
"FIAULT SAS";319188322;"https://www.fiault.com/fr/";;8707;;;;;;;;;
"SAS LANDAIS ANDRE";788184299;"https://groupelandais.com/";;;;;;;;;;1;
"SATEL-CIDEL";322480138;"https://aphp-dev.numenservices.fr/";;;;;;;;;;1;
"SATYS INTERIORS FRANCE";403649130;"https://www.satys.com/fr/";;8805;;;;;;;;;
"MF PRODUCTIONS SAUMUR";444976914;"http://www.saumur-kiosque.com/";;3303;3304;;;;;;;;
"SAUNIER DUVAL EAU CHAUDE CHAUF INDUSTRIE";403184344;"https://www.saunierduval.fr/particulier/";;;;;;;;;;1;
"SAVIC-FRESLON";450121546;"http://www.volailles-savic.fr/";;208;;;;;;;;;
"SAVONNERIE DE L ATLANTIQUE";488425323;"http://www.savon-atlantique.com/SDA_WEB/fr/index.awp";;3304;;;;;;;;;
"SCA CULTURES FRANCE CHAMPIGNON";410742829;;1;;;;;;;;;;
"SCA CULTURES FRANCE CHAMPIGNON";410742829;;1;;;;;;;;;;
"SCANIA PRODUCTION ANGERS SAS";378442982;"https://www.scania.com/fr/fr/home.html";;;;;;;;;;1;
"SCE";345081459;"https://sce.fr/";;;;;;;;;;1;
"SCHENKER FRANCE";311799456;"https://www.dbschenker.com/fr-fr";;;;;;;;;;1;
"SDEL CONTROLE COMMANDE";443975024;"https://www.sdelcc.fr/maintenance.html";;8475;;;;;;;;;
"SEA PRODUCTIQUE";380778654;"https://www.sea-productique.fr/";;;;;;;;;;1;
"FIVES FILLING & SEALING";443343405;"https://www.fivesgroup.com/high-precision-machines/filling-sealing";;8449;;;;;;;;;
"GROUPE SEB MOULINEX G S M";407982214;"https://www.groupeseb.com/fr/moulinex";;8439;;;;;;;;;
"SECANIM BRETAGNE";403264757;"https://www.secanim.fr/";;;;;;;;;;1;
"SECHE ENVIRONNEMENT";306917535;"https://www.groupe-seche.com/fr";;;;;;;;;;1;
"SECHE ECO INDUSTRIES";334055183;"https://www.groupe-seche.com/fr";;;;;;;;;;1;
"SECMAIR";380972125;"https://secmair.fayat.com/en";;8207;;;;;;;;;
"SECOMAT INGENIERIE INDUSTRIELLE";315590497;"https://www.mecaprocentre.fr/";;;;;;;;;;1;
"ACO SECURITE";344237276;"https://www.controlissimo.fr/";;;;;;;;;;1;
"SEDEP";393227145;"https://www.sedep.fr/";;;;;;;;;;1;
"GRIMAUD FRERES SELECTION";338347974;"https://grimaudfreres.com/";;105;;;;;;;;;
"SELVA";324643253;"http://www.selva.fr/en/";;8475;;;;;;;;;
"SEPHIRA";423293158;"https://www.sephira.fr/";;;;;;;;;;1;
"SEPRO ROBOTIQUE";399308428;"https://www.sepro-group.com/fr_FR/";;;;;;;;;;1;
"SERAC";340321801;"https://www.serac-group.com/fr/";;4819;;;;;;;;;
"SERALU";547250977;"https://seralu.com/";;8202;;;;;;;;;
"SERAP INDUSTRIES";389758426;"https://www.groupeserap.com/default_an.asp";;402;;;;;;;;;
"SERCEL";378040497;"https://www.sercel.com/Pages/default.aspx";;9015;;;;;;;;;
"SERMIA";450850680;"http://www.sermia.eu/";;8438;;;;;;;;;
"SERRU";419031844;"https://www.serru.fr/";;4418;4419;;;;;;;;
"MASSE CHARPENTE SERRURERIE";320651631;"https://www.masse-charpente.fr/";;4419;;;;;;;;;
"SERRURERIE CONSTRUC METALLIQUE ALUMINIUM";320153299;"https://www.secomalu.com/";;7610;7616;8301;;;;;;;
"SERV'ELITE";394987408;"https://www.servelite.fr/";;;;;;;;;;1;
"PRECIA MOLEN SERVICE";349743179;"https://fr.preciamolen.com/";;8423;;;;;;;;;
"PRECIA MOLEN SERVICE";349743179;"https://www.preciamolen.com/";;;;;;;;;;1;
"PRECIA MOLEN SERVICE";349743179;"https://fr.preciamolen.com/";;8423;;;;;;;;;
"EUROVIANDE SERVICE";309383065;"https://ceeuroviande.fr/.login/";;210;;;;;;;;;
"ENERCON SERVICE FRANCE OUEST SARL";524832144;"https://www.enercon.de/fr/accueil/";;;;;;;;;;1;
"SECHE ECO SERVICES";393307053;"https://www.groupe-seche.com/fr/qui-sommes-nous/nos-implantations-france/30/seche-eco-services";;;;;;;;;;1;
"DALKIA ATLANTIQUE SERVICES";379196181;"https://www.dalkia.fr/";;;;;;;;;;1;
"PARIS FROID SERVICES";403173339;"http://www.paris-froid-services.fr/";;;;;;;;;;1;
"ETUDES SERVICES PRESTATIONS AERONAUTIQUES EN CONTROLE ET EQUIPEMENT";349307959;"http://www.espace-sa.fr/";;;;;;;;;;1;
"ALMA SERVICES";391997277;"https://alma-group.com/entreprise-industrie/";;;;;;;;;;1;
"BRANGEON SERVICES";309991016;"https://www.brangeon.fr/";;;;;;;;;;1;
"AVICULTURE LOGISTIQUE SERVICES EN ABREGE A.L.S.";493419162;"https://www.hendrix-genetics.com/en/";;;;;;;;;;1;
"COMPAGNIE FERMIERE DE SERVICES PUBLICS";575750161;;1;;;;;;;;;;
"IDEA SERVICES";492912589;"https://www.idea-service.fr/";;;;;;;;;;1;
"SETEC HYDRATEC";301392569;"http://www.hydratec.setec.fr/";;;;;;;;;;1;
"SFCMM";329009450;"https://www.sfcmm.fr/";;8207;;;;;;;;;
"SGS FRANCE";552031650;"https://www.sgsgroup.fr/";;;;;;;;;;1;
"SHAPERS' FRANCE";482049616;"https://www.arrkeurope.com/";;3925;;;;;;;;;
"SHAPERS' FRANCE";482049616;;1;;;;;;;;;;
"RAUTUREAU APPLE SHOES";302640008;;1;;;;;;;;;;
"SIA INDUSTRIE";450238340;"http://www.sia-industrie.fr/";;4414;;;;;;;;;
"SICA2M";351530340;;1;;;;;;;;;;
"BOULANGERIE SICARD";511923054;"https://www.sicard-saveurs.fr/";;1905;;;;;;;;;
"SIEMO";353571722;"https://www.siemo-france.com/";;;;;;;;;;1;
"NADIA SIGNALISATION";451071146;"https://www.nadia-europ.com/";;8473;;;;;;;;;
"LACROIX SIGNALISATION";409065984;"https://www.lacroix-city.fr/";;;;;;;;;;;1
"HOWMET FIXATIONS SIMMONDS SAS";320443393;"http://www.alcoa.com/global/en/home.asp";;9606;;;;;;;;;
"SIPINCO";328971809;"http://www.sipinco.fr/fr/";;4818;;;;;;;;;
"SLTS SAS";318845260;"https://www.slts-sa.com/";;8202;;;;;;;;;
"SMC";344490206;"https://www.smc-metal.fr/";;8515;8456;;;;;;;;
"DS SMITH PACKAGING ATLANTIQUE";352398796;"https://www.dssmith.com/fr/produits-services/solutions-emballage";;4819;;;;;;;;;
"DS SMITH PACKAGING DURTAL";444636674;"https://www.dssmith.com/fr/produits-services/solutions-emballage";;4819;;;;;;;;;
"MORS SMITT FRANCE";350877866;"https://www.morssmitt.com/languages/french";;8537;;;;;;;;;
"SMURFIT KAPPA FRANCE";493254908;"https://www.smurfitkappa.com/fr/locations/france/smurfit-kappa-france-siege";;4819;;;;;;;;;
"SMURFIT KAPPA FRANCE";493254908;"https://www.smurfitkappa.com/fr/locations/france/smurfit-kappa-france-siege";;3925;;;;;;;;;
"SMURFIT KAPPA MAINE EMBALLAGES";577050271;"https://www.smurfitkappa.com/fr";;4819;4804;4808;;;;;;;
"SMURFIT KAPPA FRANCE";493254908;"https://www.smurfitkappa.com/fr/locations/france/smurfit-kappa-france-siege";;4819;;;;;;;;;
"GE EOLIENNES SN";792719270;"http://www.gerenewableenergy.com/";;4819;;;;;;;;;
"EUROPE SNACKS";378689467;"https://www.europesnacks.com/";;1905;2005;;;;;;;;
"PAULSTRA SNC";314397670;"https://www.paulstra-industry.com/fr/a-propos";;;;;;;;;;1;
"HUTCHINSON SNC";314397696;"https://www.hutchinson.com/fr";;4001;;;;;;;;;
"HOWMET CIRAL SNC";306617259;"https://www.alcoa.com/global/en/home";;7601;7616;;;;;;;;
"SOBOX";512482928;"https://www.sodebo.com/";;1905;;;;;;;;;
"SOC INTERV REAL BOBINAGE ELEC MECAN";335339123;"https://www.gestal.fr/";;;;;;;;;;1;
"SOC COSNET";329096895;"https://cosnet-industries.com/";;8701;8708;;;;;;;;
"SOC DISTRIBUTION MATERIEL KARTING";320922800;"https://www.sodikart.com/en-gb/";;8703;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;;1;;;;;;;;;1;
"SOC ETUDES REALISATIONS MECANIQUES";416450435;"https://www.dynamicmixers.com/fr";;8509;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;;1;;;;;;;;;;
"SOC DISTRIBUTION MATERIEL KARTING";320922800;"http://www.sodikart.com/en-gb/";;8702;8703;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"SOC DES ETS BOUGRO";547350249;"https://www.sodebo.com/";;208;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"SEICO SOC ELEC INDUS CORDEMAIS";321523466;"http://seico.fr/";;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLEC";867800518;;1;;;;;;;;;;
"PAUL GRANDJOUAN SOC ASSAINISSEM COLLECTE";867800518;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"SOC APPLICATIONS MECANIQUES DU DIAMANT";546150392;"https://www.samedia.com/fr";;4819;;;;;;;;;
"SOC BALLIS";314901976;;1;;;;;;;;;;
"SOCIETE FRANCAISE DU RADIOTELEPHONE - SFR";343059564;"https://www.sfr.fr/";;8517;;;;;;;;;
"SOCIETE DE PEINTURE DE PIECES PLASTIQUES";343244729;"https://sppp53.com/";;3925;;;;;;;;;
"SOCIETE FROMAGERE DE CRAON";501485825;"http://www.lactalis.fr/";;402;;;;;;;;;
"SOCIETE NOUVELLE ROSSIGNOL";397963844;"https://www.rossignol.fr/fr/";;7310;7326;;;;;;;;
"SOCIETE ETUDE RECHERCH INGENIERIE PHARMA";397866021;;1;;;;;;;;;;
"SOCIETE INDUSTRIELLE POUR LE DEVELOPPEMENT DE LA SECURITE";6580195;"http://www.sides.fr/fr/";;8702;;;;;;;;;
"SOCIETE DE MECANIQUE ET D'OUTILLAGE MOTHAISE";323613604;"https://www.smom-diemaker.eu/";;8708;8707;;;;;;;;
"SOCIETE CASTELBRIANTAISE DES PLASTIQUES";785941089;"https://proebo.fr/";;3923;;;;;;;;;
"SOCIETE AUBRET";788182954;"https://www.aubret.com/fr/";;208;;;;;;;;;
"SOCIETE NANTAISE DE GALVANISATION";854801776;"https://www.francegalva.fr/";;8543;3824;;;;;;;;
"SOCIETE FROMAGERE DE BOUVRON";399341304;;1;;;;;;;;;;
"SOCIETE FROMAGERE DE CHARCHIGNE";399315985;;1;;;;;;;;;;
"SOCIETE INDUSTRIELLE DE SAINT FLORENT";501547251;"https://www.lactalis.fr/";;402;;;;;;;;;
"SOCIETE D'ARMEMENT ET D'ETUDES ALSETEX";777335522;"https://www.alsetex.fr/";;9306;9303;;;;;;;;
"SOCIETE D EXPLOITATION DE LA DECHARGE ANGEVINE SEDA";322838053;;1;;;;;;;;;;
"SOCIETE DES ETABLISSEMENTS MERRE";950019299;"http://www.merre.fr/";;8901;;;;;;;;;
"SOCIETE ELECTRONIQUE DU HAUT ANJOU";325893790;"https://www.selhagroup.com/";;8523;;;;;;;;;
"SOCIETE DE PRODUCTION DE PORTES ET FERMETURES";72200355;"http://www.sppf.fr/";;3925;;;;;;;;;
"SOCIETE INDUSTRIELLE METIERS AIGUILLE";737250332;;1;;;;;;;;;;
"SOCIETE NOUVELLE SMB";811426097;;1;;;;;;;;;;
"SOCIETE INDUSTRIELLE ANGEVINE DE MONTAGE";438672453;"https://www.siam-montage.com/";;;;;;;;;;1;
"SOCIETE GESER BEST";383934742;"https://www.geser-best.com/";;;;;;;;;;1;
"SOCIETE CONSTRUCTIONS INDUSTRIELLES ET METALLIQUES DE SABLE";334203510;;1;;;;;;;;;;
"SOCIETE CONSTRUCTIONS INDUSTRIELLES ET METALLIQUES DE SABLE";334203510;"http://www.cims-surgelation.com/";;8202;;;;;;;;;
"SOCIETE FRANCAISE OUTILS PROFESSIONNELS";6780514;"https://www.taliaplast.com/fr";;8201;8208;8211;;;;;;;
"SOCIETE D'ENDUCTION ET DE FLOCKAGE";304802291;"https://www.sef-france.com/";;3923;3921;;;;;;;;
"SOCIETE D'INTERVENTIONS ET REALISATIONS EN BOBINAGE ELECTRICITE ET MECANIQUE";335339123;"https://www.gestal.fr/";;;;;;;;;;1;
"SOCIETE INDUSTRIELLE D ABATTAGE DU LEON";353128325;"http://www.savel.fr/";;208;;;;;;;;;
"SOCIETE COYARD";399213016;"https://www.coyard.fr/";;8481;;;;;;;;;
"SOCIETE ORLEANAISE D'ASSAINISSEMENT";85480440;;1;;;;;;;;;;
"SOCIETE DE CONFECTION BALSAN";712030402;"https://www.marcketbalsan.fr/";;;;;;;;;;;1
"SOCIETE EUROPEENNE DE BIOTECHNOLOGIE EN ABREGE EUROGENTEC FRANCE";352548069;"https://secure.eurogentec.com/eu-home.html";;;;;;;;;;1;
"SOCIETE CONSTRUCTIONS INDUSTRIELLES ET METALLIQUES DE SABLE";334203510;"https://www.cims-groupe.fr/";;2516;2517;;;;;;;;
"NOUVELLE SOCIETE D ASCENSEURS - NSA";485205769;"https://www.ascenseur-nsa.com/";;8428;;;;;;;;;
"SOCIETE ELECTROMECANIQUE DIVERSIFIEE";321591794;"https://www.la-fonte-ardennaise.fr/";;8414;8429;8483;;;;;;;
"SOCIETE COLLET";391179116;"https://www.collet-sas.com/";;302;;;;;;;;;
"SOCIETE GARIOU FRERES";307360875;"https://transports-gariou.com/";;;;;;;;;;1;
"SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL PAYS DE LA LOIRE";576350169;"https://www.safer-pays-de-loire.fr/website/accueil_du_site_de_la_safer_maine_ocean_&901.html";;;;;;;;;;1;
"SOCIETE PUBLIQUE REGIONALE DES PAYS DE LA LOIRE";513682591;"https://www.solutions-eco.fr/";;;;;;;;;;1;
"SOCIETE FRANCAISE D ISOLATION";311460596;"https://www.sofradi.fr/";;;;;;;;;;1;
"SOCIETE CONCESSIONNAIRE AEROPORTS DU GRAND OUEST";528963952;"http://www.sma-grandouest.eu/";;8805;;;;;;;;;
"SOCREDIS";400622098;"https://www.socredis.com/";;3925;;;;;;;;;
"SOFREBA";529206849;"http://www.sofreba.com/";;;;;;;;;;1;
"SOFRESH";750711491;"https://sofreshng.com/";;207;;;;;;;;;
"SOFRESID ENGINEERING";334456886;"https://sofresid-engineering.com/";;;;;;;;;;1;
"SOFRILOG OUEST";788034551;"https://www.sofrilog.com/";;;;;;;;;;1;
"SOFT MAINT SA";384124582;"https://www.soprasteria.fr/";;;;;;;;;;1;
"SOFULTRAP";343297560;"https://www.sofultrap.fr/";;;;;;;;;;1;
"ETABLISSEMENTS SOGAL";324006428;"http://www.cmai-groupe.com/phone/index.html";;6304;;;;;;;;;
"SOL FRANCE";341415313;"https://www.solfrance.org/";;;;;;;;;;1;
"SOLEVAL FRANCE";501619878;;1;;;;;;;;;;
"SOLFAB CONSTRUCTIONS MODULAIRES";390437333;"https://www.solfab-france.fr/";;;;;;;;;;1;
"SOLISO EUROPE";404991184;"https://www.soliso.com/";;6303;;;;;;;;;
"SIDEL END OF LINE SOLUTIONS FRANCE";546450479;"https://www.sidel.com/";;;;;;;;;;1;
"MAN ENERGY SOLUTIONS FRANCE";562037838;"https://man-es.com/global/france";;8412;;;;;;;;;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;8418;;;;;;;;;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"ALTEAD ARGOL SOLUTIONS INDUSTRIELLES";350299699;"https://www.altead.com/";;4415;;;;;;;;;
"BELINK SOLUTIONS";831265772;"https://www.belink-solutions.com/language/fr/";;;;;;;;;;1;
"SOC SOMATER CONDITIONNEMENTS";552027898;"https://www.somater.fr/";;;;;;;;;;1;
"SOPRAGGLO PRODUITS BETON";311975742;"http://www.sopragglo.fr/";;2516;2517;2523;;;;;;;
"SOPROMO";318149572;"https://www.maisons-lelievre.fr/";;4418;;;;;;;;;
"SOPROMO";318149572;"https://www.maisons-lelievre.fr/";;;;;;;;;;1;
"SA SOREEL";317993897;"https://www.kohler-soreel.com/en/";;;;;;;;;;1;
"SOTEC MEDICAL";318309499;"https://www.hacare.com/";;9018;9021;9022;;;;;;;
"SOTIRA";347641318;"https://www.sotira.co/";;;;;;;;;;1;
"SOTIWELL";830156444;"http://www.plastiwell-international.com/";;3925;;;;;;;;;
"SOTRAVER";305273849;"http://www.sotraver.com/";;7008;;;;;;;;;
"INSTITUT DE SOUDURE INDUSTRIE";414728964;"https://www.isgroupe.com/fr/accueil";;;;;;;;;;1;
"MOULINS SOUFFLET SA";543780449;"https://www.soufflet.com/fr/nos-filieres/filiere-ble/meunerie";;1905;;;;;;;;;
"ERNEST SOULARD";378403984;"https://www.canard-soulard.com/";;201;207;202;203;204;206;;;;
"SOURIAU";421320268;"https://www.souriau.com/en-en";;;;;;;;;;1;
"SOURIAU";421320268;"https://www.souriau.com/en-en";;;;;;;;;;1;
"SOVERISO";414482307;"http://devglass.fr/";;7007;700800;;;;;;;;
"SOZIO J ET E -DESCOLLONGES";416650364;"https://www.jesozio.com/";;3304;;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8901;;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8905;8906;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8905;8906;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8901;;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8901;;;;;;;;;
"SPBI";491372702;"https://groupe.tipiak.fr/fr";;719;1005;;;;;;;;
"SPBI";491372702;"https://www.jeanneau.fr/";;8903;;;;;;;;;
