"ligne";"Code";" Intitulés de la  NAF rév. 2, version finale ";"Intitulés NAF rév. 2, 
en 65 caractères";"Intitulés NAF rév. 2, 
en 40 caractères"
290;"13.2";"Tissage";"Tissage";"Tissage"
291;"13.20";"Tissage";"Tissage";"Tissage"
292;"13.20Z";"Tissage";"Tissage";"Tissage"
293;;;;
294;"13.3";"Ennoblissement textile";"Ennoblissement textile";"Ennoblissement textile"
295;"13.30";"Ennoblissement textile";"Ennoblissement textile";"Ennoblissement textile"
296;"13.30Z";"Ennoblissement textile";"Ennoblissement textile";"Ennoblissement textile"
297;;;;
298;"13.9";"Fabrication d'autres textiles";"Fabrication d'autres textiles";"Fabrication d'autres textiles"
299;"13.91";"Fabrication d'étoffes à mailles";"Fabrication d'étoffes à mailles";"Fabrication d'étoffes à mailles"
300;"13.91Z";"Fabrication d'étoffes à mailles";"Fabrication d'étoffes à mailles";"Fabrication d'étoffes à mailles"
301;"13.92";"Fabrication d'articles textiles, sauf habillement";"Fabrication d'articles textiles, sauf habillement";"Fab. d'article textile, sauf habillement"
302;"13.92Z";"Fabrication d'articles textiles, sauf habillement";"Fabrication d'articles textiles, sauf habillement";"Fab. d'article textile, sauf habillement"
303;"13.93";"Fabrication de tapis et moquettes";"Fabrication de tapis et moquettes";"Fabrication de tapis et moquettes"
304;"13.93Z";"Fabrication de tapis et moquettes";"Fabrication de tapis et moquettes";"Fabrication de tapis et moquettes"
305;"13.94";"Fabrication de ficelles, cordes et filets";"Fabrication de ficelles, cordes et filets";"Fabric. de ficelles, cordes et filets"
306;"13.94Z";"Fabrication de ficelles, cordes et filets";"Fabrication de ficelles, cordes et filets";"Fabric. de ficelles, cordes et filets"
307;"13.95";"Fabrication de non-tissés, sauf habillement";"Fabrication de non-tissés, sauf habillement";"Fabric. de non-tissés, sauf habillement"
308;"13.95Z";"Fabrication de non-tissés, sauf habillement";"Fabrication de non-tissés, sauf habillement";"Fabric. de non-tissés, sauf habillement"
309;"13.96";"Fabrication d'autres textiles techniques et industriels";"Fabrication d'autres textiles techniques et industriels";"Fab. autre textile techniq. & industriel"
310;"13.96Z";"Fabrication d'autres textiles techniques et industriels";"Fabrication d'autres textiles techniques et industriels";"Fab. autre textile techniq. & industriel"
311;"13.99";"Fabrication d'autres textiles n.c.a.";"Fabrication d'autres textiles n.c.a.";"Fabrication d'autres textiles n.c.a."
312;"13.99Z";"Fabrication d'autres textiles n.c.a.";"Fabrication d'autres textiles n.c.a.";"Fabrication d'autres textiles n.c.a."
313;;;;
314;"14";"Industrie de l'habillement";"Industrie de l'habillement";"Industrie de l'habillement"
315;;;;
316;"14.1";"Fabrication de vêtements, autres qu'en fourrure";"Fabrication de vêtements, autres qu'en fourrure";"Fab. de vêtements, autres qu'en fourrure"
317;"14.11";"Fabrication de vêtements en cuir";"Fabrication de vêtements en cuir";"Fabrication de vêtements en cuir"
318;"14.11Z";"Fabrication de vêtements en cuir";"Fabrication de vêtements en cuir";"Fabrication de vêtements en cuir"
319;"14.12";"Fabrication de vêtements de travail";"Fabrication de vêtements de travail";"Fabrication de vêtements de travail"
320;"14.12Z";"Fabrication de vêtements de travail";"Fabrication de vêtements de travail";"Fabrication de vêtements de travail"
321;"14.13";"Fabrication de vêtements de dessus";"Fabrication de vêtements de dessus";"Fabrication de vêtements de dessus"
322;"14.13Z";"Fabrication de vêtements de dessus";"Fabrication de vêtements de dessus";"Fabrication de vêtements de dessus"
323;"14.14";"Fabrication de vêtements de dessous";"Fabrication de vêtements de dessous";"Fabrication de vêtements de dessous"
324;"14.14Z";"Fabrication de vêtements de dessous";"Fabrication de vêtements de dessous";"Fabrication de vêtements de dessous"
325;"14.19";"Fabrication d'autres vêtements et accessoires";"Fabrication d'autres vêtements et accessoires";"Fabric. autres vêtements et accessoires"
326;"14.19Z";"Fabrication d'autres vêtements et accessoires";"Fabrication d'autres vêtements et accessoires";"Fabric. autres vêtements et accessoires"
327;;;;
328;"14.2";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure"
329;"14.20";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure"
330;"14.20Z";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure";"Fabrication d'articles en fourrure"
331;;;;
332;"14.3";"Fabrication d'articles à mailles";"Fabrication d'articles à mailles";"Fabrication d'articles à mailles"
333;"14.31";"Fabrication d'articles chaussants à mailles";"Fabrication d'articles chaussants à mailles";"Fabric. d'articles chaussants à mailles"
334;"14.31Z";"Fabrication d'articles chaussants à mailles";"Fabrication d'articles chaussants à mailles";"Fabric. d'articles chaussants à mailles"
335;"14.39";"Fabrication d'autres articles à mailles";"Fabrication d'autres articles à mailles";"Fabrication d'autres articles à mailles"
336;"14.39Z";"Fabrication d'autres articles à mailles";"Fabrication d'autres articles à mailles";"Fabrication d'autres articles à mailles"
337;;;;
338;"15";"Industrie du cuir et de la chaussure";"Industrie du cuir et de la chaussure";"Industrie du cuir et de la chaussure"
339;;;;
340;"15.1";"Apprêt et tannage des cuirs ; préparation et teinture des fourrures ; fabrication d'articles de voyage, de maroquinerie et de sellerie";"Prépa. des cuir & fourrure; fabric. art. voyage maroq. & sellerie";"Indust. cuir & fourrure; maroq. & selle."
341;"15.11";"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";"Apprêt, tannage des cuirs; préparation et teinture des fourrures";"Prépa. cuirs; prép. & teinture fourrures"
342;"15.11Z";"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";"Apprêt, tannage des cuirs; préparation et teinture des fourrures";"Prépa. cuirs; prép. & teinture fourrures"
343;"15.12";"Fabrication d'articles de voyage, de maroquinerie et de sellerie";"Fabrication d'articles de voyage, de maroquinerie et de sellerie";"Fab. art. voyage, maroquin., & sellerie"
344;"15.12Z";"Fabrication d'articles de voyage, de maroquinerie et de sellerie";"Fabrication d'articles de voyage, de maroquinerie et de sellerie";"Fab. art. voyage, maroquin., & sellerie"
345;;;;
346;"15.2";"Fabrication de chaussures";"Fabrication de chaussures";"Fabrication de chaussures"
347;"15.20";"Fabrication de chaussures";"Fabrication de chaussures";"Fabrication de chaussures"
348;"15.20Z";"Fabrication de chaussures";"Fabrication de chaussures";"Fabrication de chaussures"
349;;;;
350;"16";"Travail du bois et fabrication d'articles en bois et en liège, à l’exception des meubles ; fabrication d’articles en vannerie et sparterie";"Trav. bois; fab. art. bois liège (sf mbles), vannerie & sparterie";"Trav. bois; fab. article bois, vannerie"
351;;;;
352;"16.1";"Sciage et rabotage du bois";"Sciage et rabotage du bois";"Sciage et rabotage du bois"
353;"16.10";"Sciage et rabotage du bois";"Sciage et rabotage du bois";"Sciage et rabotage du bois"
354;"16.10A";"Sciage et rabotage du bois, hors imprégnation";"Sciage et rabotage du bois, hors imprégnation";"Sciage & rabotage bois, sf imprégnation"
355;"16.10B";"Imprégnation du bois";"Imprégnation du bois";"Imprégnation du bois"
356;;;;
357;"16.2";"Fabrication d'articles en bois, liège, vannerie et sparterie";"Fabrication d'articles en bois, liège, vannerie et sparterie";"Fab. article bois, liège, vannerie, etc."
358;"16.21";"Fabrication de placage et de panneaux de bois";"Fabrication de placage et de panneaux de bois";"Fabric.  placage et panneaux de bois"
359;"16.21Z";"Fabrication de placage et de panneaux de bois";"Fabrication de placage et de panneaux de bois";"Fabric.  placage et panneaux de bois"
360;"16.22";"Fabrication de parquets assemblés";"Fabrication de parquets assemblés";"Fabrication de parquets assemblés"
361;"16.22Z";"Fabrication de parquets assemblés";"Fabrication de parquets assemblés";"Fabrication de parquets assemblés"
362;"16.23";"Fabrication de charpentes et d'autres menuiseries";"Fabrication de charpentes et d'autres menuiseries";"Fab. charpentes et autres menuiseries"
363;"16.23Z";"Fabrication de charpentes et d'autres menuiseries";"Fabrication de charpentes et d'autres menuiseries";"Fab. charpentes et autres menuiseries"
364;"16.24";"Fabrication d'emballages en bois";"Fabrication d'emballages en bois";"Fabrication d'emballages en bois"
365;"16.24Z";"Fabrication d'emballages en bois";"Fabrication d'emballages en bois";"Fabrication d'emballages en bois"
366;"16.29";"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"Fabrication objets divers en bois, liège, vannerie et sparterie";"Fab. objet div. bois, liège, vann., etc."
367;"16.29Z";"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"Fabrication objets divers en bois, liège, vannerie et sparterie";"Fab. objet div. bois, liège, vann., etc."
368;;;;
369;"17";"Industrie du papier et du carton";"Industrie du papier et du carton";"Industrie du papier et du carton"
370;;;;
371;"17.1";"Fabrication de pâte à papier, de papier et de carton";"Fabrication de pâte à papier, de papier et de carton";"Fab. de pâte à papier, papier et carton"
372;"17.11";"Fabrication de pâte à papier";"Fabrication de pâte à papier";"Fabrication de pâte à papier"
373;"17.11Z";"Fabrication de pâte à papier";"Fabrication de pâte à papier";"Fabrication de pâte à papier"
374;"17.12";"Fabrication de papier et de carton";"Fabrication de papier et de carton";"Fabrication de papier et de carton"
375;"17.12Z";"Fabrication de papier et de carton";"Fabrication de papier et de carton";"Fabrication de papier et de carton"
376;;;;
377;"17.2";"Fabrication d'articles en papier ou en carton";"Fabrication d'articles en papier ou en carton";"Fab. d'articles en papier ou en carton"
378;"17.21";"Fabrication de papier et carton ondulés et d'emballages en papier ou en carton";"Fabrication papier & carton ondulés & emballages papier ou carton";"Fab. papier & carton & emball. pap.-car."
379;"17.21A";"Fabrication de carton ondulé";"Fabrication de carton ondulé";"Fabrication de carton ondulé"
380;"17.21B";"Fabrication de cartonnages ";"Fabrication de cartonnages";"Fabrication de cartonnages"
381;"17.21C";"Fabrication d'emballages en papier";"Fabrication d'emballages en papier";"Fabrication d'emballages en papier"
382;"17.22";"Fabrication d'articles en papier à usage sanitaire ou domestique";"Fabrication d'articles en papier à usage sanitaire ou domestique";"Fab. article papier sanit. ou domestique"
383;"17.22Z";"Fabrication d'articles en papier à usage sanitaire ou domestique";"Fabrication d'articles en papier à usage sanitaire ou domestique";"Fab. article papier sanit. ou domestique"
384;"17.23";"Fabrication d'articles de papeterie";"Fabrication d'articles de papeterie";"Fabrication d'articles de papeterie"
385;"17.23Z";"Fabrication d'articles de papeterie";"Fabrication d'articles de papeterie";"Fabrication d'articles de papeterie"
386;"17.24";"Fabrication de papiers peints";"Fabrication de papiers peints";"Fabrication de papiers peints"
387;"17.24Z";"Fabrication de papiers peints";"Fabrication de papiers peints";"Fabrication de papiers peints"
388;"17.29";"Fabrication d'autres articles en papier ou en carton";"Fabrication d'autres articles en papier ou en carton";"Fab. aut. article en papier ou en carton"
389;"17.29Z";"Fabrication d'autres articles en papier ou en carton";"Fabrication d'autres articles en papier ou en carton";"Fab. aut. article en papier ou en carton"
390;;;;
391;"18";"Imprimerie et reproduction d'enregistrements";"Imprimerie et reproduction d'enregistrements";"Imprimerie & reprod. d'enregistrements"
392;;;;
393;"18.1";"Imprimerie et services annexes";"Imprimerie et services annexes";"Imprimerie et services annexes"
394;"18.11";"Imprimerie de journaux";"Imprimerie de journaux";"Imprimerie de journaux"
395;"18.11Z";"Imprimerie de journaux";"Imprimerie de journaux";"Imprimerie de journaux"
396;"18.12";"Autre imprimerie (labeur)";"Autre imprimerie (labeur)";"Autre imprimerie (labeur)"
397;"18.12Z";"Autre imprimerie (labeur)";"Autre imprimerie (labeur)";"Autre imprimerie (labeur)"
398;"18.13";"Activités de pré-presse ";"Activités de pré-presse";"Activités de pré-presse"
399;"18.13Z";"Activités de pré-presse ";"Activités de pré-presse";"Activités de pré-presse"
400;"18.14";"Reliure et activités connexes";"Reliure et activités connexes";"Reliure et activités connexes"
401;"18.14Z";"Reliure et activités connexes";"Reliure et activités connexes";"Reliure et activités connexes"
402;;;;
403;"18.2";"Reproduction d'enregistrements";"Reproduction d'enregistrements";"Reproduction d'enregistrements"
404;"18.20";"Reproduction d'enregistrements";"Reproduction d'enregistrements";"Reproduction d'enregistrements"
405;"18.20Z";"Reproduction d'enregistrements";"Reproduction d'enregistrements";"Reproduction d'enregistrements"
406;;;;
407;"19";"Cokéfaction et raffinage";"Cokéfaction et raffinage";"Cokéfaction et raffinage"
408;;;;
409;"19.1";"Cokéfaction";"Cokéfaction";"Cokéfaction"
410;"19.10";"Cokéfaction";"Cokéfaction";"Cokéfaction"
411;"19.10Z";"Cokéfaction";"Cokéfaction";"Cokéfaction"
412;;;;
413;"19.2";"Raffinage du pétrole";"Raffinage du pétrole";"Raffinage du pétrole"
414;"19.20";"Raffinage du pétrole";"Raffinage du pétrole";"Raffinage du pétrole"
415;"19.20Z";"Raffinage du pétrole";"Raffinage du pétrole";"Raffinage du pétrole"
416;;;;
417;"20";"Industrie chimique";"Industrie chimique";"Industrie chimique"
418;;;;
419;"20.1";"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique";"Fab. prod. chimiq. base, azoté, engrais, plast. & caoutch. synth.";"Fab. prod. chimi., plast. & caout. synt."
